user_name,nick_name,level,glevel,gender,is_vip,title,text,view,reply,share,agree,disagree,create_time,last_time,热度
also6280769802,杰剑仙，,6,9,1,False,女生向另一个女生要彩礼,"女生向另一个女生要彩礼
",104183,332,83,3971,31,2022-10-24 15:23:19,2022-10-25 17:16:41,318460
秋虫不知晦朔,光荣的红花少年,13,9,1,False,这种言辞令人震惊,"这种言辞令人震惊
装都不装了？女生招合租室友却只限男生，要求：对方出钱睡沙发，近日重庆一位女性毕业生发布了一条视频，其中她提出了这样的条件：“你出钱，你睡沙发，同意的私信我，我实在交不起房租了，仅限男性。”显然她也知道自己站在理亏的一方，但她却态度坚决，好似与她同住是一项荣誉，这种言辞令人震惊。
但是她的真实意图却难以辨别，加上照片确实让人感到迷惑。这举动至少表明她足够自信，愿意与他人分享照片，这或许也是为了吸引“感兴趣”的人，看照片的话，她看起来普通但是身材真好！
你们觉得她的条件苛刻么，愿意和她成为室友么？",102156,300,10,2489,11,2024-01-04 07:38:59,2024-01-10 11:35:10,310498
9000认证闫明,爷,0,3,1,False,现在的女的，究竟喝了多少鸡汤啊。。。,"现在的女的，究竟喝了多少鸡汤啊。。。
看了一个帖子，是这样说的
老婆做家务——请保姆、月嫂，一线城市多少钱一个月，了解一下
老婆辅导娃功课——辅导机构一对一，从幼儿园到高中，你请得起么
老婆满足你的性需求，跟你行周公之礼——花钱寻找性资源，费用不菲，何况如果没有意外老婆会陪伴你大半辈子
老婆只对你专情，支持你，鼓励你——提供情绪价值，你emo了找心理咨询师也不便宜……
这碗鸡汤里有保姆月嫂的原材料，其实就算一线城市请保姆的也不到5%的人，月嫂就别提了一个月的事儿短期工。。。辅导机构的鸡汤，大多数辅导机构都是骗人的，或者哄孩子，或者题海短期提高点成绩让孩子变的更傻，还有很多的辅导机构经营不下去捐款跑路。。。
性需要的鸡汤就不说了，要价2万，实际200也可能做，而且是一天的活儿。。。
心理咨询的鸡汤，这个显得高级点，不过像我们学过心理学的都懂，就算你是白领中的白领精英中的精英，只要你肯穿拖鞋光膀子，去道边吃个大排档喝点啤酒，啥都不是事儿，越装越出事儿。。。
骗子和傻子的游戏。。。
对于我们这些收入不错，知识储备不错的人，很难理解枕边人如果不是自己喜欢的人，甚至看着有点恶心，那日子咋过啊。。。",101804,531,2,1914,121,2023-01-14 19:28:04,2023-01-18 05:11:33,310108
二狗子回家了,二狗子回家了,0,2,2,False,因为彩礼没有后来了,"因为彩礼没有后来了
相亲了一个对象，聊了三个月了，准备订婚了，自然就聊到彩礼了，，直到这里我才知道我遇到了一个怎么样的家庭，，，想法是6万8的彩礼+三金，彩礼结婚时带回，家电爸妈另外准备，，，可他们就想出一个三万块的三金，彩礼分文不给。。。他们是一个三兄弟的家庭，因为大哥娶媳妇时没用彩礼所以就哪个兄弟都不想给彩礼了。我真的想不通，也不知道怎么形容了……所以在七夕节来临的前一天我逼自己放手了。另祝天下单身的男女都早日找到自己对的另一半吧",101531,729,1,1221,60,2022-08-04 19:40:28,2022-09-28 07:04:16,309522
火星情报局253,火星情报局253,0,9,0,False,这才是中国好女孩,"这才是中国好女孩
",99336,686,7,2561,91,2022-11-24 17:43:33,2023-01-04 14:18:49,304111
z18411,辛大校来也,1,7,1,False,劝告少女和剩女的肺腑之言,"劝告少女和剩女的肺腑之言
我拿一个案例来说吧，这个女人家境很差但是长相非常的好，她读完大学就去大城市发展，当然由于她的漂亮公司里的富二代也追她，但是到了23岁的时候谈婚论嫁就被对方父母以各种理由拒绝，她伤心的离开那家公司，结果又被几个本地人看中，家里都是有几套房还有门面的人，结果谈着谈着到了要结婚的时候又被男方父母拒绝了，她总共谈了3段恋爱每次都是快要结婚了就被男方父母拒绝了，于是她就到了30岁了，最后她去了一个二线城市找了一个打工的成家了，我想说的是女人不要认为自己漂亮就可以嫁入豪门，你能勾引得了富二代但是富二代父母不傻？富人为什么能富起来肯定是不能做亏本买卖，他在本地有个三四套房他在找个三四套房的女性家庭还打工干嘛？？娶一个漂亮的当花瓶摆在那里疯了？你是什么家庭首先你要清楚，别认为自己有学历漂亮就应该找别人有积累的大城市很多剩女不就是这样吗",97280,807,12,3428,69,2022-09-01 06:49:11,2022-09-06 22:03:50,299408
小道格010,小道格010,6,8,0,False,标题五个字,"标题五个字
破防了，🐭🐭以后要打光棍了。",96098,793,4,4756,263,2022-10-21 08:15:25,2022-10-28 08:35:23,297290
秋虫不知晦朔,光荣的红花少年,0,9,1,False,如果不结婚，那么男性和女性谁会更受益呢,"如果不结婚，那么男性和女性谁会更受益呢
如果不结婚，那么男性和女性谁会更受益呢？我们可以看看日本的终身未婚率，男性为25%，而女性为16%。同样，国内各大城市的相亲角，几乎都是女性在寻找伴侣，男女比例失衡已经到了2:8，即男2女8。大型婚恋网站如世纪佳缘、珍爱网等新增用户中，女性数量也远远超过了男性。
那么，究竟是谁更受益呢？或许答案并不那么明确，但似乎女性更倾向于结婚。这可能是因为在两性交往过程中，男性经常承担更多的经济负担，而女性则可以减少一部分生活开销。例如，如果一对情侣或夫妻共同居住，通常男性更有可能承担房租、水电等生活费用，很少有女性出资，甚至AA制也相对罕见。女性可能也不愿意与一个需要她分摊房租和生活费用的男性建立关系。特别是在像上海和深圳这样的大城市，租金可能高达3000或4000元，这占据了普通人工资的一大部分。如果男性承担了这部分费用，女性就有更多的闲钱用于自己的消费。例如，一对工作在上海的普通男女，男性月工资10000元，女性7000元（根据一般数据，女性的平均工资大约是男性的70%）。房租4000元，那么女性在支付房租后仅剩下3000元，再加上水电、交通和饮食等基本开支，她可能已经月光。然而，如果她有一个男朋友，那么房租的4000元不再是她一个人的负担，而且饮食费用也会减少很多。男性可以帮助女性省下约5000元的生活开销，从前每月只能勉强剩下500元的节俭生活，立刻变成了每月多达5000元的宽裕资金。这样的情况下，女性可以更轻松地购买化妆品，享受下午茶，甚至不时进行旅行，而几乎没有负担。因此，生活质量明显提高了数个档次。
这或许解释了为什么像日本或国内大城市的女性婚恋愿望如此强烈的原因。日本女性的择偶标准已经下降到非常低，只要对方有工作而且不虐待她们就可以。这可以理解，如果有人能够分担她们在大城市独自生活中的经济压力，这对她们来说只有好处没有坏处。但反过来，当男性发现婚恋对他们没有多大实际收益时，也许就会逐渐失去对婚姻的兴趣。",95192,738,8,1961,31,2023-11-23 13:18:11,2024-08-18 14:00:13,291282
秋虫不知晦朔,光荣的红花少年,13,9,1,False,"百度知道话题：明明是女多男少,媒体为什么要炒作男多女少？","百度知道话题：明明是女多男少,媒体为什么要炒作男多女少？
繁杂信息太多，你要学会辨别
现实存量肯定是男多女少的。
1、中国有9亿农民，对于农民来说，生男孩的意愿受老一辈传统观念影响不管怎么说，还是大于生女孩的，主观上会用各种方法怀上男孩，所以男生基数大于女生。
2、我们说的男多女少，是讲究语境的。一般指的是适婚比例男女，男生结婚一般年纪25到35，但是女生过了30还没结婚的就很少，所以这样比起来，年龄范围都不对等，男生会因为各种原因比女生多出来很多。
3、女生参与社会活动的比例会比较少，很多家庭主妇都在家不出门，导致看起来外面都是男生，这样会让人觉得男多女少。",96007,392,1,996,32,2023-08-04 18:27:46,2025-05-20 17:16:10,291012
秋虫不知晦朔,光荣的红花少年,13,9,1,False,这个关于xxn的常识兄弟们要明白,"这个关于xxn的常识兄弟们要明白
有一个常识是:一部分女生告诉你分手的原因，通常不是真正的原因。
有个兄弟，因为接女生晚了一刻钟，被女生说是不够用心，感受不到爱，于是提出分手。这位兄弟非常痛苦，每天又是送东西，又是给对方点外卖，还去找女生的闺蜜说情。这一切换来的，就是拉黑。
很多男人就是懂不起，什么不够爱，三观不合，没有感觉，不同频，诸如此类的理由一大堆，其实真正的原因，都只有一个:有的女生觉得自己能找个更好的。
你去证明自己有多爱，有多用心，有多深情，有多合拍，有多同频，都没有任何的作用。只是她现在遇到了新的情况:
1 有更优质的人出现了，且对方做出了承诺。
2 她发现在你身上，获取不了什么利益，只是浪费时间。
我咨询中，又多问了兄弟几句，发现对方女孩儿，从小就是学跳舞的，父亲意外去世，母亲拉扯长大。这样的原生家庭，一看就是家道中落，想通过颜值跃升阶级嘛。
可是兄弟的资产，现金也就5、60 个，连房产都没有，年龄都32 了，还在另一个城市，家里也不行。能谈上几个月，已经算正常水平发挥了，虽然砸了 10多个w。
所以他被甩的原因，是接女生的时候，晚到了15分钟吗?
我常常听一些女孩儿说:压死骆驼的最后一根稻草，或是，每一个决定转身的人，都在风中站了很久。
这类立人设的话一大堆。这位兄弟要是意外发现了失散三十年的亿万富翁父亲，她就会来聊“爱情”了。
别说在风中站了，跳科目三都行。",95521,211,11,1989,17,2023-12-07 12:40:51,2023-12-21 14:53:06,289657
z18411,辛大校来也,1,7,1,False,来自一个40岁剩女的后悔的话语,"来自一个40岁剩女的后悔的话语
这个剩女年轻的时候认为她的相貌出众然后就拒绝了很多优质男，结果到了30岁开始优质的男生越来越少，她非常后悔结果又不想将就没办法，找的对象不是离过婚的就是40-50岁的大叔，结果她还是不将就，期间谈过几个男朋友把身子也丢了，现在到了40岁她已经不想结婚了，女人们可不要这么傻",91983,1094,3,3371,178,2022-08-30 20:04:10,2025-08-26 09:40:10,284977
u09114118,罗兰炖肉,8,9,1,False,社会对剩女的敌意很大吗？,"社会对剩女的敌意很大吗？
说的有道理吗？",87879,781,4,7847,247,2022-11-04 11:22:18,2022-11-16 17:42:01,275648
秋虫不知晦朔,光荣的红花少年,13,9,1,False,大龄剩女被剩下的真实原因,"大龄剩女被剩下的真实原因
当前大龄剩女被剩下的真实原因，其实很简单：愿意还价的男人越来越少了。
大部分的剩女都出了一个非常高的价格，
我是本科，你就要硕士；
我月薪三千，你月薪就要三万；
我身高155，你身高就要180；
我会生孩子，你就必须有房有车有存款；
我三本，你就要985；
我有房有车，你就得市中心140的三房，BBA的车；
……
好了，大龄剩女已经明码标价了，然后就是等着男人来竞标！没人竞标，起码也要有男人还价吧？
但是，像这样具备碾压条件的男人，他们的需求是什么呢？大龄剩女毫不关心，反正你不达我的要求，我就下一个，我是不会降低自己的生活质量的。
呵呵，我就想说，你有啥生活质量？
一个具备全方位碾压实力的男人，为什么要娶你呢？
难道就是因为只有你才有子宫嘛？
难道就是为了你赚了三千工资，就要让我赚三万的上交工资嘛？
难道就是传统女人的勤俭持家的形象，就要让男人买单吗？对不起，那也不是你啊！
所以说，既然婚姻都沦落到交易市场了，那么我们来看看。
曾经火爆的白酒市场，现在为什么节节败退了呢？因为现在的人不喜欢喝白酒了。
曾经火爆的文玩字画，现在为什么没人玩了呢？价格都完全脱离了市场价值，接盘侠不够用了呗。
曾经火爆的集邮，奢侈品，都降价的降价，变废纸的变废纸，为什么呢？
因为智商税收多了，男人不和你玩了呗！
花父母一辈子积攒下来的钱购买的房子，自己十年积攒的钱购买的车和存款，就得到一个好吃懒做，在家里还要作威作福的败家消费女，而且连生育价值都已过期，请问对于男人来说，他获得了什么好处呢？
这么没有性价比的事，在全世界不都是被剩下，难道我们国家的男人就那么蠢嘛？
同样，那些真正优质，身上具备传统女性优良特质的女人，是不会剩下的，因为当前的男人只是蠢到还没觉醒，但是并不傻！
以后，也只会找那些真正适合结婚的女人结婚，不然就单着，毕竟男人如果单着，那要比女人单着快乐多得多。",88542,427,9,1537,9,2023-12-20 07:20:18,2025-09-24 16:58:40,269334
七夕灬丶,汇缘.寂寿,1,8,1,False,兄弟们支个招,"兄弟们支个招
初6测出怀孕 我家怕女方家在村子里丢人 初8让我去她家说见面的事 他家说最低标准 二十万 还有在我这买套房子 他妈又来了一句三金 加被褥。我回来以后跟女朋友说拿不出 他让我跟家里商量 后来又说十八万八加一辆车，我说拿不出 她看我家拿不出 我说只有十万 三金开外，他说那不行 后来唠到去他家那边买个房子 加十万彩礼，前提是卖了这个 这个房子也是我名。他家同意了，后来就让介绍人（她姐）还有她来我家唠了，唠的挺好的 这第二天回到家 她家看我家都同意卖自己这边房子去他那买了 又加价了 15万再加立马买房子。现在僵到这了。我家一直想好好跟他家处理事，他家就这样来回加价，兄弟们支个招，我应该怎么弄。",87723,688,5,794,11,2022-02-15 17:33:35,2022-02-24 20:24:20,267429
秋虫不知晦朔,光荣的红花少年,0,9,1,False,女性反对男性躺平的终极答案来了,"女性反对男性躺平的终极答案来了
现代社会中，越来越多的男性选择躺平，而女性则普遍不支持躺平。女性认为男性躺平是没有上进心、好吃懒做、不负责任、逃避和懦弱的表现，这种观点在某种程度上确实存在。然而，我们也需要理性地看待这个问题。
事实上，真正优质的剩女并不多见，大多数剩女是因为自身条件一般，希望通过婚姻改变自己的生活状态。相比之下，男性在面对婚姻时更加理性，他们意识到即使奋斗买车买房送彩礼，也不能保证婚姻的稳定性。因此，男性选择躺平，审时度势地衡量自己的需求和价值观，顺从自己的内心。
每个成年人都有权利选择自己的生活方式，不应该扭曲价值观去要求别人。我们应该尊重每个人的选择，同时也应该意识到做好自己才能更好地要求别人。在这个问题上，我们需要更加理性和宽容的态度，尊重每个人的选择和生活方式。",85888,520,6,2653,28,2023-12-28 07:35:26,2025-04-16 15:58:33,262963
危鸥,可怜的老实人唉,10,10,1,False,男子因妻子出轨自缢身亡，其父亲起诉插足儿子婚姻的第三者，未等到开庭因肝癌于近日去世。,"男子因妻子出轨自缢身亡，其父亲起诉插足儿子婚姻的第三者，未等到开庭因肝癌于近日去世。
",83887,948,75,5400,23,2025-05-25 09:27:15,2025-11-28 03:42:47,262049
秋虫不知晦朔,光荣的红花少年,13,9,1,False,“生育警告”已经不能再拿捏男性了！#社会百态,"“生育警告”已经不能再拿捏男性了！#社会百态
生育警告已不再对男性构成威胁。
xxn总是用生育警告来威胁男性，但她们不知道，现代男性已经不再接受这种威胁了。xxn说，生孩子是女人的痛苦和风险，而男人什么都不用做，因此想结婚就必须补偿她们的彩礼。看到这个原因，我感到无言以对。
虽然这并不是对我的警告，但我总觉得心里不舒服。能否怀孕和生孩子不是个人所能决定的，这是女性的生理特征，不能人为改变。用这种不可改变的生理特征来威胁别人，我认为这真的很可笑。
因为只有女性才能孕育分娩，而男性不能。有些人就是因为这个而得寸进尺，口口声声说要平等，但实际上却处处高人一等。当分蛋糕时，你要求公平，但为了照顾你，我给你分了一块大的。当你要求干轻松的工作时，你又说你是女人，力气小，要求干轻松的工作，这公平吗？
男女因生理结构不同，社会分工和责任也不同。以前，女人在家带孩子，操持家务，没有什么风险，而男人要外出劳作，要面对自然界的各种危险，因此女性承担了生育风险，而男性承担了劳作风险，我认为这本身就是一种平衡。
如今，外出劳作的风险变小了，女性也开始工作，国家也给女性很多特权，如女性退休年龄比男性早，军队不派女兵上前线，重体力劳动不允许女性参与，甚至女性还有似刑豁免权，哺乳期女性可以减刑。女性自己可以决定是否生孩子。不需要经过男方同意，这些特权是女性独有的，这难道还不够吗？
然而，总有女性用生育风险来威胁，她们最常说的是，怀孕期间和带孩子期间不需要花钱吗？给彩礼不应该吗？这种说法完全是无理取闹。你怀孕期间，你的丈夫不赚钱给你吃喝吗？他们甚至可能要照顾你怀孕的辛苦、照顾你的情绪，照顾你坐月子，你的丈夫和公婆都将关心你。
男方为你准备了筑家所需，生下孩子后，两个人一起照顾孩子，一起分担家务，我认为这很公平。千万不要说孩子是给男方传宗接代、续香火的，因为那也是你的孩子，他也叫你妈妈。
因此，作为新时代的女性，不应该只注重表面，思想应该成熟理智，不要再愚蠢地用男人不能生孩子来威胁男人。当男性不再顾忌责任和威胁时，女性可能会失去谈判的资格。",84949,942,5,2090,124,2023-10-07 09:55:47,2025-09-06 13:50:20,261786
乐事Roshan,乐事Roshan,0,8,1,False,江西人仍未知道前女友结婚收了多少彩礼,"江西人仍未知道前女友结婚收了多少彩礼
",84257,349,3,1285,13,2024-03-21 17:29:41,2024-04-01 15:20:41,255823
秋虫不知晦朔,光荣的红花少年,0,9,1,False,江西规定彩礼下限，女宝了破防了,"江西规定彩礼下限，女宝了破防了
关于江西规定彩礼不高于3.9万的，网上一片哗然，一大批女性表示愤怒，不满。那么我来发表一下我的看法。
1.这就是个地方倡导性政策，不具备强制性，要多少彩礼是女性自己的事儿，能找到给一个亿彩礼的男人是女性的本事，现在婚姻已经商业化了，一个愿打一个愿挨。女人可以坐地起价，男人可以货比三家或者不结婚就行了。
2.江西的这个政策是对于那些彩礼钱很少的结婚夫妻，给他们的很多优惠政策奖励。降低他们的生活成本，倡导一种社会风气。
3.最高法院也制定了相关的司法解释，对于那些靠着彩礼发家致富的部分女人来说，以后悠着点就对了。弄不好可是要全额退还的。
4女人们.不要拿生孩子警告男人，没男人你们也生不出来孩子，除非你们用动物的来做试管。即使生了，也不是给男人传宗接代，孩子也管你叫妈妈，也得赡养你，等你躺在医院也有义务和权利决定是抢救还是放弃。只是家庭分工不同罢了。
5.对于男人我想说，能结婚就结婚不能就顺其自然，多存点钱，毕竟男人挣钱是可以存得住的，遇到好女孩多多珍惜，不要跪舔婚姻。
附加江西优惠政策如下
1、按照政策标准领证的时候给颁发礼遇卡。
2、夫妻的子女就学时可持礼遇卡在学前、义务教育阶段可在全县范围内按照第一顺序选择学校入学。
3、全县范围内的所有国有景区可免大门票费用。
4、县里的妇幼保健院或人民医院可免费体检一次。
5、领卡后可在全县内免费乘坐公交车一年。
6、优先聘用为文明实践员和其他的公益性岗位。
7、结婚的宴席可享受8.8折的优惠。
8、优先享受果园水肥一体化的政策补贴。
9、购买床上用品、婚纱摄影等方面也有优惠折扣政策。
10、夫妻登记颁证时，户外的颁证基地或者集体结婚时，由当地领导、人大代表、政协委员、道德模范颁发。
11、夫妻两人创业也有专项扶持基金。
12、岳父母还将获得“好丈母娘”或者“好岳父母”的荣誉证书。",83063,668,9,1867,37,2024-02-28 20:27:13,2025-06-15 14:49:14,254460
乐事Roshan,乐事Roshan,1,8,1,False,江西低彩礼子女可优先择校,"江西低彩礼子女可优先择校
出实招整治不良风气",81960,694,19,4290,20,2024-02-26 10:23:57,2024-03-10 15:50:46,253717
调情女主播,赵莺,6,5,2,False,我是赵莺，我的颜值如何。,"我是赵莺，我的颜值如何。
你们觉得我能不能搞到88w彩礼，我84年的。",83646,257,2,499,1,2025-09-25 19:25:58,2025-10-23 23:27:33,252729
celex789,celex789,9,2,0,False,用彩礼可以避免婚姻70%的坑,"用彩礼可以避免婚姻70%的坑
单单说当前很多男人会隐瞒自己的疾病或者性取向，比如性功能障碍，糖尿病，尿毒症甚至癌症。
先骗你结婚，
如果没有彩礼，婚后你再发现对方有病也晚了，反正你已经头婚变二婚，并且被人睡了几个月，再婚的话即使没生孩子遇到稍微条件好的男方对方也会拒绝，一下子就把自己人生都耽误了。
如果不要彩礼，发现被骗离婚，白白的被对方白嫖或者骗的失掉头婚身份，你甘心吗？你不觉得亏吗？
这时候你还觉得十几万彩礼很多吗？恐怕你会为不要彩礼删自己的脸吧？",80898,1050,29,3901,245,2021-10-20 14:45:46,2022-01-23 03:49:34,252177
,✨战神丁真,0,10,0,False,如何评价？,"如何评价？
",80783,472,13,5083,9,2022-08-14 21:48:11,2022-08-15 22:07:37,249840
明楚缓,孔雀与钻戒,0,8,1,False,因为彩礼导致的悲剧，可是能怨这个女孩吗？,"因为彩礼导致的悲剧，可是能怨这个女孩吗？
一个婚礼现场上，一个身着白色婚纱的女孩哭着跪在地上，一个劲地向一旁的新郎祈求着，“我错了，你别娶她，跟我回去吧，我妈说了不要66万的彩礼，你只用给18万的彩礼，我俩就能在一起了。”
原来，新郎和女孩以前很恩爱，甚至都已经见了彼此的父母，走到了步入婚礼殿堂的地步，但是，女孩母亲的一句话却让新郎痛苦不已，当初，女孩母亲当着新郎的面说，“没有66万的彩礼，我们家是不可能同意你们俩的婚事的。”
然而，新郎家的条件并没有多好，66万的天价彩礼是根本拿不出来的，但是，女方的母亲一方不知是出于想逼一逼新郎，还是出于所谓的拿的出来66万彩礼才能代表新郎真的很爱自己家的女儿，反正就是一直不松口，最终，新郎只能黯然离场。
在新郎另娶她人的婚礼上，女孩痛哭流涕，她告诉新郎，自己根本不同意天价彩礼，但又不敢忤逆母亲的意思，毕竟母亲养她不容易，况且，她心里一直以为，新郎会为了她，想尽一切办法四处筹钱，将那笔天价彩礼凑够。
女孩崩溃地啜泣道：“求你娶我吧，我妈妈已经同意把彩礼钱降到18万，这是我以***求来的，我真的很爱你。”
看着昔日珍视的女孩，身着一身白色婚纱裙跪在地上痛苦、哀求，准备另娶她人的新郎眼里并没有半点疼惜，只有一脸的尴尬和丢人。
听着女孩一直重复的两人美好的曾经，新郎当即变了脸色，在女孩多次抱住新郎的腿哀求的时候，新郎终于发飙了，不仅脸垮了下来，而且多次用力地推开女孩。
这个因为彩礼导致的悲剧能怨这个女孩吗？我认为不能，大家说呢？",75223,4095,2,2245,82,2023-07-10 11:14:34,2023-12-22 13:47:27,248477
沉子韵,沉子韵,0,7,0,False,恶心真恶心，卧槽，现在男的*****,"恶心真恶心，卧槽，现在男的*****
心机真多，奉劝姐妹们，少跟那些下头男接触， 零元白嫖 ，真厉害，现在有些男的，听着是有些，为了不给彩礼，那算计的，诸葛亮都得叫你一声爹，给不起彩礼 ，为了白嫖想方设法让对方怀孕，怀孕后商量婚事，男方家硬是哭穷十万彩礼也出不来，谈了个66000，等生完孩子办婚礼，毛也看不见，真是炸裂三观",77552,1763,11,5921,129,2023-05-31 17:48:34,2025-07-02 19:47:54,247554
专业遛狗队长,慎独惜福修苦⛅,11,9,1,False,刚说完“我还真觉得她很可爱”的仙女，因一句话破防了,"刚说完“我还真觉得她很可爱”的仙女，因一句话破防了
",78084,178,2,2410,6,2023-10-02 23:17:32,2023-10-04 11:46:21,237564
秋虫不知晦朔,光荣的红花少年,0,9,1,False,如果你现在还要去相亲，就得像他这样硬气,"如果你现在还要去相亲，就得像他这样硬气
现在的男孩子去相亲，简直是太硬气了。
我们公司有个28岁的女同事，昨天晚上下班后她去相亲，跟相亲男见面后，发现对方早已经点好了菜。她心里觉得对方有点不符合眼缘，长的还有点丑，就对男孩说，“我今天根本不想来相亲，是我爸逼着我来的，你看要不要咱俩交个普通朋友？”然后，那男孩一听立马换了一种语气，直接说，“那你可以回去了”。
我女同事听完后脸上有点尴尬，又问，“你刚刚不是点完菜了吗，现在我还没吃饭呢”？要不咱们一起吃个饭，我AA也行。可是男孩根本就不理会她，对服务员说，把饭菜直接打包带走。
我女同事面子上有点挂不住，她转身就走了，回去后在路上把男的微信给删除了，顺便还把介绍人给骂了一顿。
今天早上女同事上班跟我们聊天，“说自己从来没有遇到这种奇葩的相亲对象，我看他活该单身，人那么小气”。
你们是不是感觉两个人都是家里的熟人介绍，第一次见面吃个饭也没什么吧，况且女生已经说了AA？
根据你们的常识和经验，把你们的看法留在评论区。",75288,361,2,2652,22,2023-11-26 18:59:42,2024-02-01 11:34:26,230349
kekedog,kekedog,0,8,1,False,我基本上已经放弃找中国女孩了,"我基本上已经放弃找中国女孩了
本人在学习日语之中，将来找个樱花妹。
中国女孩实在是有点恶心，要彩礼，而且还贵的要死。
而且关键是假设和中国女孩生个女儿，这个女儿会不会被其母亲感染，变得很那个。
在没办法移风易俗的情况下，只能自己努力提高自己的水平，找个日本女孩，规避彩礼这些事情。
所以说，找个日本女孩，将来可塑性很强。
本人只想有女儿，但是我不希望她被其舅舅及母亲感染，所以说我决定放弃和中国女孩的爱情，不值得与这些仙女相爱。",73668,1073,9,2343,47,2025-09-23 11:33:26,2025-11-16 00:24:41,228786
成593,46593,2,8,1,False,看看在老挝，5000万老挝币能娶到多么漂亮的女生,"看看在老挝，5000万老挝币能娶到多么漂亮的女生
不比江西的性价比高？而且还是笑容满面，不像国内甩脸子",74193,830,16,1301,29,2023-01-27 05:36:14,2023-12-16 07:39:22,228107
牛爷叔,牛爷叔,0,7,0,False,塑料缸司马光来了也没用--男女有别（幽默版）,"塑料缸司马光来了也没用--男女有别（幽默版）
",74788,220,57,1344,27,2023-12-01 18:25:14,2024-04-01 20:25:57,227006
